nin_pmjay,type,address,latitude,longitude,contact,mobile,categoryno,name,pincode,district,state,categoryname,block,city
,,Kasaba Jambagi,"16.269203300092272","75.35446480001059",,,"3",Kasaba Jambagi PHC,"587122",BAGALKOT,KARNATAKA,Health Facilities All States,Mudhol,
,,DEHALLI,"14.97669430010194","74.62845019981694",,,"3",PHC DEHALLI 22/02-24/02,"581359",UTTAR KANNADA,KARNATAKA,Health Facilities All States,Yallapur,
,,Beside govt school,"15.320216700340495","77.07299540021762",,,"3",BG Halli PHC,"583212",BALLARI,KARNATAKA,Health Facilities All States,Hagaribommanahalli,
,,Vatalu PHC,"12.153926600232467","76.88074370036156",,,"3",Vatalu PHC,"571124",MYSURU,KARNATAKA,Health Facilities All States,Tirumakudalu Narasipura,
,,Near Bus stand Bachahalli,"11.702452499883009","76.73581650023135",,,"3",Bachahalli,"571111",CHAMARAJANAGAR,KARNATAKA,Health Facilities All States,Gundlupet,
,,IRKALGADA,"15.465051999650086","76.2177219995707",,,"3",IRKALGADA PHC 3,"583237",KOPPAL,KARNATAKA,Health Facilities All States,Koppal,
,,Kyasapura,"14.247330999626001","76.30522729999996",,,"3",Kyasapura CCP,"577520",CHITRADURGA,KARNATAKA,Health Facilities All States,Chitradurga,
,,Tavarekere PHC Sira Taluk Tumakuru District,"12.924108899905832","77.60921879980782",,,"3",Tavarekere PHC CoV,"572139",BENGALURU URBAN,KARNATAKA,Health Facilities All States,Sira,
,,HAL Airport Road,"12.95866430001746","77.6492181002352",,,"3",MANIPAL BLOCK 9,"560008",BENGALURU URBAN,KARNATAKA,Health Facilities All States,East,
,,Mangalore CHC,"12.914141700179357","74.85595679966661",,,"3",Mangalore CHC 1 (),"583237",DAKSHIN KANNADA,KARNATAKA,Health Facilities All States,Yelburga,
,,RANJOL KHENI  COVIN SESSION,"17.126872400241155","77.31212390019789",,,"3",RANJOL KHENI  COVIN SESSION,"585329",KALABURAGI,KARNATAKA,Health Facilities All States,Bidar,
,,Krishnarajpet Road,"12.539695400022765","76.60037850026765",,,"3",Chinakurali CHC,"571455",MANDHYA,KARNATAKA,Health Facilities All States,Pandavapura,
,,"Yelahanka old Town, Yelahanka","13.097900199934315","77.58149499979447",,,"3",Yelahanka Taluka Hospital,"560064",BENGALURU URBAN,KARNATAKA,Health Facilities All States,Yelahanka,
,,VIBUTHIPURA UPHC,"12.985359100242306","77.70812609993959",,,"3",VIBUTHIPURA  S2 09 02,"560048",BENGALURU URBAN,KARNATAKA,Health Facilities All States,Mahadevapura,
,,Behind KSRTC Bus stand Beluru,"13.162316600230952","75.86791950038469",,,"3",Beluru Taluk Hospital 1,"573115",HASSAN,KARNATAKA,Health Facilities All States,Beluru,
,,PHC Hanumasagar,"15.871154999703549","76.0451379998189",,,"3",hanumsagar Final,"583281",KOPPAL,KARNATAKA,Health Facilities All States,Kushtagi,
,,Raibag GH,"16.493377599696544","74.77521800011067",,,"3",Raibag GH. s,"591317",BELAGAVI,KARNATAKA,Health Facilities All States,Raibag,
,,GADAG,"15.43668940039555","75.64199570014148",,,"3",GDG-12,"582102",GADAG,KARNATAKA,Health Facilities All States,Gadag,
,,vigneshwara layout  mei layout,"13.060868799855257","77.50116239972505",,,"3",BAGALAGUNTE SITE 1  DZ,"560073",BENGALURU URBAN,KARNATAKA,Health Facilities All States,Dasarahalli,
,,"Near Alankar Theater, Udupi","13.339389899624223","74.7482867995962",,,"3",Old Urban PHC Building Fl,"576101",UDUPI,KARNATAKA,Health Facilities All States,Udupi,
,,Hospital Road Beeranahalli Kere Hassan,"13.004138500391548","76.10685830007054",,,"3",Janapriya Hospital,"573201",HASSAN,KARNATAKA,Health Facilities All States,Hassan,
,,ANM Training Centre,"15.351506000201823","76.16438000023686",,,"3",District Hospital 7,"583231",KOPPAL,KARNATAKA,Health Facilities All States,Koppal,
,,"Bagepalli TH, DVG Road, Bagepalli Taluk, Chikkaballapur District","13.783416000048419","77.7921313999442",,,"3",Bagepalli Taluk Hospital,"561207",CHIKBALLAPUR,KARNATAKA,Health Facilities All States,Bagepalli,
,,Nala Road Murphy town,"12.978588699908642","77.62362900027819",,,"3",Murphy Town UPHC,"560008",BENGALURU URBAN,KARNATAKA,Health Facilities All States,East,
,,Taluka Hospital Sindhanur,"15.750523499959627","76.58095650034227",,,"3",Sindhanur (Private Shifted),"584102",RAICHUR,KARNATAKA,Health Facilities All States,Raichur,
,,Mayasadra Road Mavinakere PHC Turuverkere Taluk Tumakur District,"13.061551000378415","76.70262550026666",,,"3",Mavinakere PHC CoV,"572221",TUMAKURU,KARNATAKA,Health Facilities All States,Turuvekere,
,,"Kuttandi PHC, Main Road, Virajpet TQ, Kodagu","12.19498509968264","75.80400220044123",,,"3",Kuttandi PHC,"571218",KODAGU,KARNATAKA,Health Facilities All States,Virajpet,
,,Londa PHC,"15.456676500120409","74.4935913002983",,,"3",Londa PHC,"591301",BELAGAVI,KARNATAKA,Health Facilities All States,Khanapur,
,,"3rd Block Near Madhavan Park Jayanagar, Bangalore","12.936433999729331","77.58432840023556",,,"3",APOLLOHOSPITALJAYANAGAR SITE 3,"560004",BENGALURU URBAN,KARNATAKA,Health Facilities All States,South,
,,Near Gundi Circle Davangere,"14.820760499797302","76.08922610030436",,,"3",Chigateri DH - 02,"577001",DAVANGERE,KARNATAKA,Health Facilities All States,Davanagere,
,,PHC BILIKERE HUNSUR,"12.3331339000095","76.4548626003288",,,"3",PHC BILIKERE 1,"571103",MYSURU,KARNATAKA,Health Facilities All States,Hunsur..,
,,Old District Hospital Yad FLW,"16.766849800278123","77.15068659970689",,,"3",Old District Hospital Yad,"585201",YADGIR,KARNATAKA,Health Facilities All States,Yadgir,
,,Telagi Road,"14.65733299961829","75.89096950034224",,,"3",Alagilawada PHC,"583137",DAVANGERE,KARNATAKA,Health Facilities All States,Harapanahalli,
,,Vemagal PHC Vemagal,"13.140850700299609","78.00384059956406",,,"3",Narasapura PHC,"563133",KOLAR,KARNATAKA,Health Facilities All States,Kolar,
,,Penson Mohala Main Road Hassan,"13.009098499795982","76.09557130027537",,,"3",Pensonmohalla UPHC,"573201",HASSAN,KARNATAKA,Health Facilities All States,Hassan,
,,KUDITHINI,"15.198619899788582","76.75981699995464",,,"3",KUDITHINI PHC,"583115",BALLARI,KARNATAKA,Health Facilities All States,Ballari,
,,"VIJAYARANGAM LAYOUT, SAKAMMA GARDEN, YADIYUR","12.936314399789751","77.57662850020517",,,"3",UPHC Yadiyur,"560099",BENGALURU URBAN,KARNATAKA,Health Facilities All States,Anekal,
,,Tavag,"16.071239799976865","74.7863698003261",,,"3",Tavag PHC Gokak,"591101",BELAGAVI,KARNATAKA,Health Facilities All States,Gokak,
,,Shriram Nagar industrial area,"14.438227100100619","75.9201939999532",,,"3",UFWC - 03,"577005",DAVANGERE,KARNATAKA,Health Facilities All States,Davanagere,
,,KINNAL,"15.438306099946601","76.1387503003861",,,"3",Kinnal PHC 5,"583230",KOPPAL,KARNATAKA,Health Facilities All States,Koppal,
,,MILLERPET,"15.137743699612088","76.93269399972837",,,"3",uphc millerpet,"583101",BALLARI,KARNATAKA,Health Facilities All States,Ballari,
,,Kamalapur Road,"17.495927799828166","77.06796009967894",,,"3",Aranakal PHC,"585322",KALABURAGI,KARNATAKA,Health Facilities All States,Chittapur,
,,UPHC NAUBAD SESSION,"17.944247799696257","77.47748820012038",,,"3",UPHC NAUBAD SESSION,"585401",BIDAR,KARNATAKA,Health Facilities All States,Bidar,
,,"Peresandra PHC, Opposite Canara Bank, Peresandra, Chikkaballapur Taluk, Chikkaballapur District","13.587388199805616","77.78668190044942",,,"3",Peresandra PHC,"562104",CHIKBALLAPUR,KARNATAKA,Health Facilities All States,Chikkaballapur,
,,"Marganakunte A, Marganakunte PHC, Bagepalli Taluk, Chikkaballapur District","13.783416000048419","77.7921313999442",,,"3",Marganakunte A,"561207",CHIKBALLAPUR,KARNATAKA,Health Facilities All States,Bagepalli,
,,VYDEHI HOSPITAL NALLURALLI WHITEFIELD,"12.975656599772321","77.73070979961761",,,"3",VYDEHI HOSPITAL SITE 6 28 01,"560043",BENGALURU URBAN,KARNATAKA,Health Facilities All States,East,
,,Ragalaparvi Phc,"15.885481100072752","76.9146076998855",,,"3",Ragalaparvi PHC,"584143",RAICHUR,KARNATAKA,Health Facilities All States,Sindhanur,
,,Uphc Doddaballapura,"13.292590999674928","77.54406799963851",,,"3",Doddaballapura UPHC  site,"561203",BENGALURU RURAL,KARNATAKA,Health Facilities All States,Doddaballapura,
,,HOLALKERE TOWN HLK,"14.05413359968594","76.19576179986723",,,"3",HOLALKERE TH,"577526",CHITRADURGA,KARNATAKA,Health Facilities All States,Holalkere,
,,Kuruvalli PHC,"15.665919999708251","76.98158770041209",,,"3",Kuruvalli A PHC,"583121",BALLARI,KARNATAKA,Health Facilities All States,Siruguppa,
,,UPHC Kumbarakoppalu Mysore District Mysore,"12.347794299967006","76.6180481999645",,,"3",Kumbarakoppalu  1,"570016",MYSURU,KARNATAKA,Health Facilities All States,Mysore,
,,Kodigehalli Main Road,"13.003554999563619","77.72454869986268",,,"3",KodigehalliUPHC,"560049",BENGALURU URBAN,KARNATAKA,Health Facilities All States,Bengaluru East,
,,ARALIKATTI PHC,"15.209977099763421","75.16463660039886",,,"3",ARALIKATTI PHC,"581207",DHARWAD,KARNATAKA,Health Facilities All States,Hubli,
,,Martha Mandal Pharmacy Nippani,"16.393226600127548","74.384324400151",,,"3",Martha Mandal Pharmacy Nippani,"591237",BELAGAVI,KARNATAKA,Health Facilities All States,Chikkodi,
,,Belavanaki near bus stand,"12.974664199693109","77.57006299960779",,,"3",Belavanki PHC second,"582202",BENGALURU URBAN,KARNATAKA,Health Facilities All States,Ron,
,,RAMAMURTHYNAGARA SHREE KRISHNA SAMUDAYA BHAVANA,"13.016313399943499","77.6784811996477",,,"3",Ramamurthynagara UPHC1,"560016",BENGALURU URBAN,KARNATAKA,Health Facilities All States,Mahadevapura,
,,Upparadoddi Road,"12.513968700195392","77.04925039968623",,,"3",Gurudevarahalli PHC,"571422",MANDHYA,KARNATAKA,Health Facilities All States,Maddur,
,,Kunduru Malavalli Taluk,"12.385343199629006","77.05357979986792",,,"3",Kundur PHC1,"571430",MANDHYA,KARNATAKA,Health Facilities All States,Malavalli,
,,"Vidhurashwatha PHC, Vidhurashwatha Temple Street, Vidhurashwatha, Gowribidanur Taluk, Chikkaballapur District","13.676947600351525","77.47004549989998",,,"3",Vidhurashwatha PHC,"561208",CHIKBALLAPUR,KARNATAKA,Health Facilities All States,Gowribidanur,
,,Gabbur Phc,"16.306042300112097","77.15738169980568",,,"3",Gabbur PHC,"584113",RAICHUR,KARNATAKA,Health Facilities All States,Devadurga,
,,Manipal Hospital HAL Airport,"12.95866430001746","77.6492181002352",,,"3",Manipal Hospital Block-2,"560008",BENGALURU URBAN,KARNATAKA,Health Facilities All States,East,
,,Dasankoppa,"14.704586700216112","75.02104279988538",,,"3",Dasanakoppa PHC II 9.02,"581358",UTTAR KANNADA,KARNATAKA,Health Facilities All States,Sirsi,
,,NO 12 PARK ROAD NEAR CHICKLALBAGH BALEPET,"12.973142800399955","77.57254980043302",,,"3",SREENIVASA HOSPITAL 2,"560026",BENGALURU URBAN,KARNATAKA,Health Facilities All States,South Zone,
,,GADAG,"15.44052840026552","75.65451689983513",,,"3",MCH UPHC -,"582102",GADAG,KARNATAKA,Health Facilities All States,Gadag,
,,Kottheagala PHC 1,"12.344364200247696","76.23487629960158",,,"3",Kotthegala PHC,"571134",MYSURU,KARNATAKA,Health Facilities All States,Hunsur..,
,,Vajrabandi PHC,"15.657198799884782","76.10300070042206",,,"3",Vajrabandi PHC 2,"583277",KOPPAL,KARNATAKA,Health Facilities All States,Yelburga,
,,Chikkamagaluru MCH Mallegowda Zilla Hospital  Market Road Chikkamagaluru Taluk Chikamagalur District,"13.314220499776297","75.77459199982098",,,"3",Chikkamagalur MCH,"577101",CHIKKAMAGALURU,KARNATAKA,Health Facilities All States,Chikkamagaluru,
,,PHC Kaiyambally T Narasipura Taluk  Mysore District Mysore,"12.208704000289458","76.90290049995815",,,"3",Kaiyambally,"571124",MYSURU,KARNATAKA,Health Facilities All States,Tirumakudalu Narasipura,
,,JAI BHUVANESHWARI NAGAR NANDHINI LAYOUT,"13.016320300441578","77.53241359980785",,,"3",NANDHINI LAYOUT PHC 1,"560096",BENGALURU URBAN,KARNATAKA,Health Facilities All States,West,
,,Hebbur PHC  Tumkur Taluk Tumkur District,"13.153436500094472","77.03153769980509",,,"3",HEBBUR PHC CoV,"572120",TUMAKURU,KARNATAKA,Health Facilities All States,Tumakuru,
,,SALKANI,"14.655804299628755","74.72003999974623",,,"3",PHC SALKANI I 2/02,"581402",UTTAR KANNADA,KARNATAKA,Health Facilities All States,Sirsi,
,,Aimangala CCP,"14.094048899836935","76.53365349980925",,,"3",Aimangala PHC,"577558",CHITRADURGA,KARNATAKA,Health Facilities All States,Hiriyur,
,,Near Old RTO,"17.325705200334767","76.83115940038607",,,"3",Vaatsalya  Life Hospital,"585105",KALABURAGI,KARNATAKA,Health Facilities All States,Kalaburagi,
,,"Kodlipet  Primary Health Center, Main Road, Somwarpet TQ, Kodagu","12.793715299821258","75.89145739963936",,,"3",Kodlipet PHC 1,"571231",KODAGU,KARNATAKA,Health Facilities All States,Somwarpet,
,,IRKALGADA,"15.465051999650086","76.2177219995707",,,"3",Irkalgada PHC 2,"583237",KOPPAL,KARNATAKA,Health Facilities All States,Koppal,
,,Ramanguli,"14.789592100295238","74.58440609956187",,,"3",Ramanguli phc 22-2-21,"581314",UTTAR KANNADA,KARNATAKA,Health Facilities All States,Ankola,
,,Madakeshwar,"16.830170800242286","75.71003100023052",,,"3",Madakeshwar PHC,"586116",VIJAYAPURA,KARNATAKA,Health Facilities All States,Muddebihal,
,,Mangalore cHC,"12.914141700179357","74.85595679966661",,,"3",Mangalore CHC 13,"583237",DAKSHIN KANNADA,KARNATAKA,Health Facilities All States,Yelburga,
,,Khanapur GH,"15.638923000296302","74.50691300003496",,,"3",Khanapur GH,"591302",BELAGAVI,KARNATAKA,Health Facilities All States,Khanapur,
,,Kundapura Halady Road Koteshwara Village,"13.58892109962909","74.74841699984472",,,"3",Koteshwara PHC FL,"576222",UDUPI,KARNATAKA,Health Facilities All States,Kundapura,
,,Laxmeshwar CHC,"15.126985399556588","75.47570279984438",,,"3",Laxmeshwar 3,"582116",GADAG,KARNATAKA,Health Facilities All States,Shirhatti,
,,PRIMARY HEALTH CENTER BARKUR,"13.409088500334065","74.69991120014186",,,"3",PRIMARY HEALTH CENTER BARKUR,"576210",UDUPI,KARNATAKA,Health Facilities All States,Udupi,
,,HALAPANAGUDDA PHC KUNIGAL TALUK,"13.022837299701678","77.02045060041496",,,"3",HALAPANAGUDDA PHC CoV,"572130",TUMAKURU,KARNATAKA,Health Facilities All States,Kunigal,
,,"Dabaspete PHC,Nelamangla Taluk ,Bangalore Rural","13.227810099656438","77.24164509984155",,,"3",Dabaspete PHC,"562111",BENGALURU RURAL,KARNATAKA,Health Facilities All States,Nelamangala,
,,Ujalamb Phc Cowin Session,"17.749641799729318","76.7682774998068",,,"3",Ujalamb Phc Cowin Session,"585419",BIDAR,KARNATAKA,Health Facilities All States,Basavakalyan,
,,Tandaga Road Kanaturu PHC Turuverkere Taluk Tumakur District,"13.10305749980381","76.57988739978373",,,"3",Kanaturu PHC CoV,"572224",TUMAKURU,KARNATAKA,Health Facilities All States,Turuvekere,
,,Bomdila,"27.264830000004565","92.42083140014904",,,"3",GH Bomdila,"790001",WEST KAMENG,ARUNACHAL PRADESH,Health Facilities All States,Bomdila Nafra,
,,MEI LAYOUT VIGNESHWARA LAYOUT,"13.060868799855257","77.50116239972505",,,"3",BAGALGUNTE UPHC MOPUP SITE1 dz,"560073",BENGALURU URBAN,KARNATAKA,Health Facilities All States,Dasarahalli,
,,Beside Govt Schoo Goruru,"12.823073700391035","76.06384819983464",,,"3",Goruru Hospital,"573120",HASSAN,KARNATAKA,Health Facilities All States,Hassan,
,,"7th Main Rd, Appareddipalya, Indiranagar, Bengaluru,","12.973398199767132","77.64492519993809",,,"3",ESIC NURSING BLOCK 2,"560071",BENGALURU URBAN,KARNATAKA,Health Facilities All States,East,
,,"80 Feet Road, Indiranagar","12.982914799578396","77.64500360013608",,,"3",Sir C V Raman Hospital,"560038",BENGALURU URBAN,KARNATAKA,Health Facilities All States,East,
,,Chapparadhalli UHC,"15.26744890014669","76.38470940041856",,,"3",Chapparadhalli A,"583201",BALLARI,KARNATAKA,Health Facilities All States,Hospet,
,,Aralaguppe Mallegowda District Hospital Azadpark Chikkamagaluru Taluk Chikamagalur District,"13.251604099749443","76.61455479966435",,,"3",District Hospital s 1,"577101",TUMAKURU,KARNATAKA,Health Facilities All States,Chikkamagaluru,
,,Kuvempunagara UPHC,"12.27831780032625","76.62522460013525",,,"3",Kuvempunagara UPHC 1,"570023",MYSURU,KARNATAKA,Health Facilities All States,Mysore,
,,CHC Karatagi,"15.603972599955569","76.65938340012389",,,"3",CHC Karatagi New,"583229",KOPPAL,KARNATAKA,Health Facilities All States,Gangavathi,
,,Kanakapura Main Road,"12.745627999632518","77.48770889984593",,,"3",Kaggalipura CHC,"560116",BENGALURU URBAN,KARNATAKA,Health Facilities All States,Bengaluru South,
,,Mangalore,"12.914141700179357","74.85595679966661",,,"3",MoP Mangalore,"583237",DAKSHIN KANNADA,KARNATAKA,Health Facilities All States,Yelburga,
,,Muthugadur CCP,"14.19165060019509","76.12039819961728",,,"3",Muthugadur CCP,"577518",CHITRADURGA,KARNATAKA,Health Facilities All States,Holalkere,
,,"Fort Road, K R Market","12.959395799576555","77.57472139967291",,,"3",TCC BMCRI 1,"560002",BENGALURU URBAN,KARNATAKA,Health Facilities All States,South,
,,Bellavi PHC  Tumkur Taluk Tumkur District,"13.415487200074267","77.01789699974682",,,"3",Bellavi PHC CoV,"572107",TUMAKURU,KARNATAKA,Health Facilities All States,Tumakuru,
,,"Primary Health Center Magadi Road Veeregowdanadoddi, Taluk Magadi District Ramanagara","12.951174799977082","77.24115330018469",,,"3",Veeregowdan Doddi PHC,"561201",RAMNAGAR,KARNATAKA,Health Facilities All States,Kanakapura,
,,"Near Mangaldevi, Jeppu","12.847391999840966","74.85545210013436",,,"3",Jeppu UPHC,"575001",DAKSHIN KANNADA,KARNATAKA,Health Facilities All States,Mangalore,
,,CASTLEROCK,"15.397190300192221","74.33821870033279",,,"3",PHC CASTLEROCK 22/02-24/02,"581121",UTTAR KANNADA,KARNATAKA,Health Facilities All States,Joida,
,,HERUR,"14.51238659986177","74.84042890017366",,,"3",PHC KANSUR 23/02,"581340",UTTAR KANNADA,KARNATAKA,Health Facilities All States,Siddapur,
,,GINIGERA,"15.34994230039689","76.2493603002377",,,"3",Ginagera PHC 2,"583228",KOPPAL,KARNATAKA,Health Facilities All States,Koppal,
,,"Rajajinagar II Stage, Dr.Rajkumar Road, 7th Cross Rd, Bengaluru","13.009171600289164","77.55480729971714",,,"3",Vivekananda College,"560021",BENGALURU URBAN,KARNATAKA,Health Facilities All States,West,
,,K NARAYANPURA MAIN ROAD BANGALOREE,"13.064619700338937","77.64759660010304",,,"3",kothnuruNARAYANAPURA  12 02,"560016",BENGALURU URBAN,KARNATAKA,Health Facilities All States,Mahadevapura,
,,T K Layout Mysore District Mysore,"12.295873699811466","76.6209578997873",,,"3",T K Layout 1,"570009",MYSURU,KARNATAKA,Health Facilities All States,Mysore,
,,UPHC Chamundipuram  Mysore,"12.299458099811488","76.64993479985117",,,"3",Chamundipuram 1,"570004",MYSURU,KARNATAKA,Health Facilities All States,Mysore,
,,Saundatti GH FLW,"15.767103099928192","75.11518840022455",,,"3",Saundatti GH,"591126",BELAGAVI,KARNATAKA,Health Facilities All States,Saundatti,
,,Narayana Hrudayalaya,"12.812419899758595","77.6940315003535",,,"3",Ground floor Vaccination14,"560099",BENGALURU URBAN,KARNATAKA,Health Facilities All States,Anekal,
,,Yalachenahalli PHC Kanakapur main road,"12.745627999632518","77.48770889984593",,,"3",Yalachenahalli UPHC,"560078",BENGALURU URBAN,KARNATAKA,Health Facilities All States,Bommanahalli,
,,hegganahalli main road opp bus stop vishwaneedam post bangalore 91,"13.00029529978832","77.50435490035841",,,"3",hegganahalli uphc 1z 4/2,"560091",BENGALURU URBAN,KARNATAKA,Health Facilities All States,Dasarahalli,
,,"No. 18, Kanakapura Main Road Doddakallasandra ind. Area Uttarahalli Hobli,","12.888395600176864","77.56117270025999",,,"3",cura hospital,"560061",BENGALURU URBAN,KARNATAKA,Health Facilities All States,Bommanahalli,
,,"Near Panchayath Building, Adyar","12.870489199816745","74.92169059974145",,,"3",Adyar PHC,"575007",DAKSHIN KANNADA,KARNATAKA,Health Facilities All States,Mangalore,
,,Baitkul,"14.804114699833576","74.12224529958098",,,"3",UPHC Karwar 19-02-2021,"581302",UTTAR KANNADA,KARNATAKA,Health Facilities All States,Karwar,
,,"HAL Old Airport Rd, Kodihalli,","12.95866430001746","77.6492181002352",,,"3",MANIPAL BLOCK 3,"560008",BENGALURU URBAN,KARNATAKA,Health Facilities All States,East,
,,"CUTIS SKIN HOSPITAL, 501, 4TH MAIN, MC LAYOUT VIJAYNAGAR, BENGALURU-40","12.976812600021503","77.54494620020705",,,"3",CUTIS ACADEMY,"560079",BENGALURU URBAN,KARNATAKA,Health Facilities All States,West,
